text,重量體積_mentioned,重量體積_score,重量體積_sentiment,重量體積_confidence,充電速度_mentioned,充電速度_score,充電速度_sentiment,充電速度_confidence,接口相容性_mentioned,接口相容性_score,接口相容性_sentiment,接口相容性_confidence,外觀材質_mentioned,外觀材質_score,外觀材質_sentiment,外觀材質_confidence,價格_mentioned,價格_score,價格_sentiment,價格_confidence
"[""[{'text': '包裝精美，到貨迅速', 'rating': 5, 'date': '2024/03/19'}, {'text': '輕巧CP價高。不得不說北北桃超速配超猛，晚上11點下單，隔天早上5點就可以去取貨', 'rating': 5, 'date': '2025/10/25'}, {'text': '品質佳', 'rating': 5, 'date': '2025/09/28'}",True,0.3931313236014832,positive,0.5896969854022247,True,0.6014928864109388,positive,0.9022393296164082,True,-0.39772290067902655,negative,0.5965843510185398,True,0.6720100812354025,positive,1.0,True,0.6720100812354025,positive,1.0
"[""[{'text': '期待 多工 希望可以用在i16', 'rating': 5, 'date': '2024/03/03'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '大小適中，而且很好看。', 'rating': 5, 'date': '2025/10/26'}]""]",True,-0.20468992041127873,neutral,0.3070348806169181,False,,,,False,,,,True,0.6391071994183861,positive,0.9586607991275792,False,,,
"[""[{'text': '行動電源的大小與磁力還不錯，符合便攜易用的訴求。充/放電速度符合預期。<br/>在iPhone充到70%電量之前，行動電源發熱很感人。雖然不至於讓手機過熱停止充電，但行動電源若吸附在手機上，二者散發的熱量同時積累，就讓人很難淡定。對溫度敏感的使用者可能要再考慮考慮。', 'rating': 4, 'date': '2025/07/09'}]""]",True,0.19027163818941417,neutral,0.28540745728412126,True,-0.8938225577035506,negative,1.0,False,,,,False,,,,False,,,
"[""[{'text': '小巧好攜帶，唯一缺點是不知道電力剩餘%數', 'rating': 5, 'date': '2025/10/14'}, {'text': '顏色很可愛<br/>不重方便攜帶', 'rating': 5, 'date': '2025/10/01'}, {'text': '行動電源很小很可愛，顏色很粉嫩，很棒', 'rating': 5, 'date': '2025/09/26",True,0.44705891962923383,positive,0.6705883794438507,True,0.6429012102797033,positive,0.964351815419555,False,,,,True,0.639862905976212,positive,0.959794358964318,False,,,
"[""[{'text': '充得沒有很快', 'rating': 3, 'date': '2025/04/02'}]""]",False,,,,True,0.7188877099325978,positive,1.0,False,,,,False,,,,False,,,
"[""[{'text': '還不錯！', 'rating': 5, 'date': '2024/01/12'}, {'text': '紫色比圖片上的顏色還要淺色，雖然寫PD快充但充電速度比其他廠牌速度慢約13多分鐘（比較過i廠牌及w廠牌）。<br/>例如：充電1小時？分鐘與5？分鐘還是有差別的', 'rating': 3, 'date': '2024/02/06'}, {'text': '奶茶色顏色",True,0.3924854740758175,positive,0.5887282111137263,True,-0.13570569271737515,neutral,0.20355853907606272,False,,,,True,0.6848842006285769,positive,1.0,False,,,
"[""[{'text': '完全不能用', 'rating': 1, 'date': '2024/10/29'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '插頭稍短，手機裝了保護套就沒法插到底充電。', 'rating': 4, 'date': '2025/05/31'}]""]",False,,,,True,-0.8409955684190971,negative,1.0,False,,,,False,,,,False,,,
"[""[{'text': '是有點重量，但是非常給力，拯救我的歐洲旅行！中國安檢也可以通過👍', 'rating': 5, 'date': '2025/08/03'}, {'text': '回充使用小米的65W充電頭也只有大約28W，充一下子之後會降到23W，實際充滿大約2小時', 'rating': 5, 'date': '2025/03/31'}, {'text': '出貨快速', 'ratin",True,0.5847554711827713,positive,0.8771332067741568,True,0.7251583006120981,positive,1.0,True,0.008499805072038085,neutral,0.012749707608057128,True,0.7179493626965217,positive,1.0,True,0.7251583006120981,positive,1.0
"[""[{'text': '商品符合需求', 'rating': 5, 'date': '2024/09/21'}, {'text': '非常好用、電量充足飽滿。', 'rating': 5, 'date': '2024/09/26'}, {'text': '太重了', 'rating': 3, 'date': '2025/06/21'}]""]",True,-0.8691066206077444,negative,1.0,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '外觀質感不錯，可以再做更輕薄些，瑕不掩瑜，是很好的商品', 'rating': 5, 'date': '2025/11/13'}, {'text': '本身很少用行動電源，這次破天荒買了一顆，只能說不買會後悔', 'rating': 5, 'date': '2025/11/04'}, {'text': '棒', 'rating': 5, 'date': '2025/09/",True,0.719614668635577,positive,1.0,True,-0.7129417735633543,negative,1.0,True,-0.8885621916403432,negative,1.0,True,0.719500318108721,positive,1.0,True,0.01651902717824501,neutral,0.02477854076736752
"[""[{'text': '重量輕，好攜帶。', 'rating': 5, 'date': '2024/10/17'}]""]",True,0.37246705653708695,positive,0.5587005848056305,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '有電力百分例，很實用。', 'rating': 5, 'date': '2024/03/29'}, {'text': '根本無法使用，充飽才開始使用，使用後突然會將至0%，插上充電，會再次回到上次使用的剩餘%數，這情形一直反覆，使用在手機下方充電孔，很容易會鬆脫，使用在別台手機手機也是一樣情形', 'rating': 1, 'date': '2025/05/21'}]""]",False,,,,True,-0.9005931506776819,negative,1.0,True,-0.9005931506776819,negative,1.0,False,,,,False,,,
"[""[{'text': '還不錯👍', 'rating': 5, 'date': '2024/12/16'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '雖然電池容量比較小;但覺得很方便好用!一日分市內移動出去幾小時也夠了~', 'rating': 5, 'date': '2025/09/19'}, {'text': '平常當支架，出門吸起來當行動電源，很不錯的設計', 'rating': 5, 'date': '2025/08/04'}, {'text': '充電速度較慢是唯一美中不足', 'rating': 5, 'd",True,0.7179629135556825,positive,1.0,True,-0.714624629892853,negative,1.0,False,,,,True,0.7179629135556825,positive,1.0,False,,,
"[""[{'text': '蠻適合應急使用', 'rating': 5, 'date': '2024/11/19'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '商品已經收到了，品質非常好，與賣家描述的完全一致，十分滿意，真的很喜歡，完全超出期望值。發貨速度非常快，包裝非常仔細、嚴實。物流公司服務態度很好，運送速度很快，很滿意的一次購物。', 'rating': 5, 'date': '2025/11/09'}, {'text': '很快就到了，而且不會很耗電', 'rating': 5, 'date': '2025/10/06'",True,0.15529332777599153,neutral,0.2329399916639873,True,0.6874014974834204,positive,1.0,False,,,,False,,,,True,0.6797020692046247,positive,1.0
"[""[{'text': '不知為何磁吸無線充電的功能無法支援Zenfone 12 Ultra，只能用有線來充', 'rating': 3, 'date': '2025/04/24'}]""]",False,,,,True,-0.7974064815459951,negative,1.0,True,0.6921846003430749,positive,1.0,False,,,,False,,,
"[""[{'text': '還不錯用，CP值很高～', 'rating': 5, 'date': '2025/02/17'}]""]",False,,,,False,,,,False,,,,False,,,,True,-0.8999085303561976,negative,1.0
"[""[{'text': '手機30%的電，此產品100%，充一晚上，行動電源0%，手機只充到96%，嚴重虛標', 'rating': 2, 'date': '2025/09/19'}]""]",True,-0.90270522143043,negative,1.0,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '非常好用！已經回購第二次了', 'rating': 5, 'date': '2025/01/05'}, {'text': '這個價位這個商品應該是可以買的：惟暖手寶部分可惜的是沒有過熱自動關機或關機時間選擇設定，行動電源部分實際額定容量小，整體充電速度較慢，救急可以充飽難；不在意上面幾個小問題的應該是很不錯的選擇。', 'rating': 4, 'date': '2025",True,0.6420550008860568,positive,0.9630825013290852,True,-0.9030184266413693,negative,1.0,False,,,,False,,,,False,,,
"[""[{'text': '內文很長，幫大家整理重點：<br/>《東西品質不好，拿到機王，第八天發現就馬上聯繫客服了，目前過了近一個月，沒人要處理，售後服務非常差》以上是我這次購物感受！<br/><br/>使用一週只覺得手電筒很容易誤按，後來有天充滿100%放在床頭（未做任何動作）早上五點多起床，發現手電筒自己打開而且手機電容量顯示75%，這天剛好購買第八天，馬上反應客服，直至今日4/7，廠商也沒有",True,-0.5984939677713252,negative,0.8977409516569879,True,-0.2592859811653618,negative,0.38892897174804264,False,,,,False,,,,False,,,
"[""[{'text': '很不錯！讚', 'rating': 5, 'date': '2025/08/02'}, {'text': '實體的粉紅的顏色比網路上的顏色好看，行動電源的充電量很足，可以充很多次手機。第一次充電花了比較長的時間才充飽大概有六個小時，還沒沒有充電第二次，所以不知道之後充電時間會不會越來越縮短。不過目前用起來很不錯。', 'rating': 4, 'date': '2025/",True,-0.11299308734947963,neutral,0.16948963102421943,True,0.015232472518367795,neutral,0.022848708777551692,False,,,,True,0.7178479739168591,positive,1.0,False,,,
