text,重量體積_mentioned,重量體積_score,重量體積_sentiment,重量體積_confidence,充電速度_mentioned,充電速度_score,充電速度_sentiment,充電速度_confidence,接口相容性_mentioned,接口相容性_score,接口相容性_sentiment,接口相容性_confidence,外觀材質_mentioned,外觀材質_score,外觀材質_sentiment,外觀材質_confidence,價格_mentioned,價格_score,價格_sentiment,價格_confidence
"[""[{'text': '曙光白美觀好用，充電很快，攜帶很方便。', 'rating': 5, 'date': '2024/10/27'}, {'text': '速度很快 使用起來還不錯 是個會再回購的東西', 'rating': 5, 'date': '2024/10/08'}, {'text': '好用，實體很美', 'rating': 5, 'date': '2024/09/04'}, {'",True,0.37262086826716967,positive,0.5589313024007545,True,0.7190855576829728,positive,1.0,False,,,,True,0.7190855576829728,positive,1.0,True,0.7204698547223019,positive,1.0
"[""[{'text': '很好用，女兒很喜歡', 'rating': 5, 'date': '2025/06/08'}, {'text': '非常實用又好看👍', 'rating': 5, 'date': '2025/06/03'}]""]",False,,,,False,,,,False,,,,True,0.7196604203338076,positive,1.0,False,,,
"[""[{'text': '很好用，但是可惜是蘋果線不知道為什麼沒辦法卡好會一直掉出來', 'rating': 5, 'date': '2024/12/15'}, {'text': '產品的品質真的太悲劇，第一個產品看起來像二手的，有許多刮傷，且正常撕薄膜就把整個飾板拔掉了；廠商幫忙換了一個新的（來回件處理很快，這點給讚揚），但結果第二個還是一樣…這價格真的不可以這樣欸………', 'rating':",True,0.7336101167581778,positive,1.0,True,0.7336101167581778,positive,1.0,True,0.09099797578981667,neutral,0.136496963684725,False,,,,True,0.09099797578981667,neutral,0.136496963684725
"[""[{'text': '小巧便攜', 'rating': 5, 'date': '2024/01/31'}]""]",True,0.6930276948825614,positive,1.0,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '無法為雙向充電設備充電，但容量還是很可觀的', 'rating': 4, 'date': '2025/04/28'}]""]",False,,,,True,-0.8589316465044158,negative,1.0,False,,,,False,,,,False,,,
"[""[{'text': '非常滿意，符合我的需求', 'rating': 5, 'date': '2025/08/05'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '充電速度偏慢 不是快充', 'rating': 4, 'date': '2025/06/25'}, {'text': '無法用線充電⋯⋯ 無線的部分也不太穩定。  留訊息給客服說需要跟換 也沒人理我', 'rating': 1, 'date': '2025/07/08'}]""]",False,,,,True,0.3921508496909971,positive,0.5882262745364957,True,0.11862030475753983,neutral,0.17793045713630976,False,,,,False,,,
"[""[{'text': '送貨快速，品質良好。', 'rating': 5, 'date': '2025/03/23'}]""]",False,,,,True,0.6388897126488223,positive,0.9583345689732334,False,,,,False,,,,False,,,
"[""[{'text': '側邊有約寬8mm的挫傷，商品本身沒問題但品管不優。買給家人出國急用就不退了。', 'rating': 3, 'date': '2024/04/22'}]""]",False,,,,False,,,,False,,,,False,,,,False,,,
"[""[{'text': '可以支援筆電充電，對於外面找不到電源時，真的是很好的充電支援工具', 'rating': 5, 'date': '2025/06/30'}]""]",False,,,,True,0.011724068939463244,neutral,0.017586103409194864,False,,,,False,,,,False,,,
